Promoter Location,Bulge Location,DMS Signal
chr10:3067518-3067618,chr:103067614-3067615,1.0
chr10:3067518-3067618,chr:103067548-3067549,0
chr10:3067518-3067618,chr:103067557-3067558,0
chr10:3067518-3067618,chr:103067532-3067533,0
chr10:3067518-3067618,chr:103067548-3067549,0
chr10:3067518-3067618,chr:103067588-3067593,0.5131317963740178
chr10:3067518-3067618,chr:103067595-3067596,0.6595503579856064
chr10:3067518-3067618,chr:103067603-3067604,0.5109793037168023
chr10:3067518-3067618,chr:103067613-3067615,0.638816152022026
chr10:3067518-3067618,chr:103067548-3067549,0
chr10:3067518-3067618,chr:103067557-3067558,0
chr10:3067518-3067618,chr:103067609-3067611,0.8277046755322843
chr10:3067518-3067618,chr:103067532-3067533,0
chr10:3067518-3067618,chr:103067548-3067549,0
chr10:3067518-3067618,chr:103067606-3067607,0.7400898265683185
chr10:3067518-3067618,chr:103067614-3067615,1.0
chr7:138460265-138460365,chr:7138460304-138460305,0
chr7:138460265-138460365,chr:7138460353-138460354,0
chr7:138460265-138460365,chr:7138460335-138460340,0
chr7:138460265-138460365,chr:7138460353-138460354,0
chr7:138460265-138460365,chr:7138460287-138460290,0
chr7:138460265-138460365,chr:7138460307-138460312,0
chr7:138460265-138460365,chr:7138460274-138460278,0
chr7:138460265-138460365,chr:7138460288-138460289,0
chr7:138460265-138460365,chr:7138460291-138460292,0
chr7:138460265-138460365,chr:7138460329-138460330,0
chr7:138460265-138460365,chr:7138460274-138460278,0
chr7:138460265-138460365,chr:7138460288-138460289,0
chr7:138460265-138460365,chr:7138460294-138460295,0
chr7:138460265-138460365,chr:7138460349-138460355,0
chr7:138460265-138460365,chr:7138460353-138460354,0
chr7:138460265-138460365,chr:7138460302-138460307,0
chr7:138460265-138460365,chr:7138460316-138460317,0
chr7:138460265-138460365,chr:7138460352-138460353,0
chr7:138460265-138460365,chr:7138460335-138460340,0
chr7:138460265-138460365,chr:7138460353-138460354,0
chr12:57547097-57547197,chr:1257547143-57547144,0.6232941667485247
chr12:57547097-57547197,chr:1257547143-57547144,0.6232941667485247
chr12:57547097-57547197,chr:1257547150-57547151,0.726475944395732
chr12:57547097-57547197,chr:1257547143-57547144,0.6232941667485247
chr12:57547097-57547197,chr:1257547150-57547151,0.726475944395732
chr1:150629515-150629615,chr:1150629544-150629545,0.03154876429899224
chr16:85613196-85613296,chr:1685613201-85613203,0
chr16:85613196-85613296,chr:1685613234-85613235,0
chr16:85613196-85613296,chr:1685613289-85613290,0
chr16:85613196-85613296,chr:1685613201-85613203,0
chr16:85613196-85613296,chr:1685613212-85613215,0
chr16:85613196-85613296,chr:1685613219-85613220,0
chr16:85613196-85613296,chr:1685613229-85613230,0
chr16:85613196-85613296,chr:1685613201-85613203,0
chr16:85613196-85613296,chr:1685613229-85613230,0
chr16:85613196-85613296,chr:1685613289-85613290,0
chr16:85613196-85613296,chr:1685613201-85613203,0
chr16:85613196-85613296,chr:1685613289-85613290,0
chr16:85613196-85613296,chr:1685613225-85613226,0
chr16:85613196-85613296,chr:1685613201-85613203,0
chr16:85613196-85613296,chr:1685613289-85613290,0
chr16:85613196-85613296,chr:1685613201-85613203,0
chr16:85613196-85613296,chr:1685613289-85613290,0
chr16:85613196-85613296,chr:1685613201-85613203,0
chr16:85613196-85613296,chr:1685613229-85613230,0
chr16:85613196-85613296,chr:1685613289-85613290,0
chr16:85613196-85613296,chr:1685613224-85613225,0
chr16:85613196-85613296,chr:1685613239-85613240,0
chr16:85613196-85613296,chr:1685613244-85613248,0
chr16:85613196-85613296,chr:1685613201-85613203,0
chr16:85613196-85613296,chr:1685613289-85613290,0
chr16:85613196-85613296,chr:1685613201-85613203,0
chr16:85613196-85613296,chr:1685613289-85613290,0
chr19:43780967-43781067,chr:1943781027-43781028,0
chr19:43780967-43781067,chr:1943781027-43781028,0
chr19:43780967-43781067,chr:1943781057-43781060,0
chr19:43780967-43781067,chr:1943780999-43781001,0
chr19:43780967-43781067,chr:1943781057-43781060,0
chr21:25735369-25735469,chr:2125735382-25735384,0
chr21:25735369-25735469,chr:2125735387-25735388,0
chr21:25735369-25735469,chr:2125735382-25735384,0
chr21:25735369-25735469,chr:2125735387-25735388,0
chr21:25735369-25735469,chr:2125735389-25735390,0
chr21:25735369-25735469,chr:2125735388-25735389,0
chr21:25735369-25735469,chr:2125735391-25735392,0
chr21:25735369-25735469,chr:2125735415-25735417,0.5338151815400763
chr21:25735369-25735469,chr:2125735392-25735397,0
chr21:25735369-25735469,chr:2125735446-25735447,0
chr21:25735369-25735469,chr:2125735388-25735389,0
chr21:25735369-25735469,chr:2125735391-25735392,0
chr21:25735369-25735469,chr:2125735388-25735389,0
chr21:25735369-25735469,chr:2125735391-25735392,0
chrX:66015413-66015513,chr:X66015444-66015445,0
chrX:66015413-66015513,chr:X66015502-66015503,0
chrX:66015413-66015513,chr:X66015451-66015452,0
chrX:66015413-66015513,chr:X66015492-66015494,0
chrX:66015413-66015513,chr:X66015497-66015498,0
chrX:66015413-66015513,chr:X66015502-66015503,0
chr21:25734965-25735065,chr:2125734979-25734980,0
chr21:25734965-25735065,chr:2125734991-25734992,0.33503010616384094
chr21:25734965-25735065,chr:2125735033-25735034,0.6960030106163841
chr21:25734965-25735065,chr:2125735022-25735023,0.533604024718745
chr21:25734965-25735065,chr:2125735033-25735034,0.6960030106163841
chr21:25734965-25735065,chr:2125734970-25734971,0
chr21:25734965-25735065,chr:2125735004-25735005,0.6356559974647442
chr21:25734965-25735065,chr:2125735032-25735035,0.6960030106163841
chr21:25734965-25735065,chr:2125735037-25735038,0.33366621771510063
chr21:25734965-25735065,chr:2125734970-25734971,0
chr22:20117378-20117478,chr:2220117403-20117404,0
chr22:20117378-20117478,chr:2220117414-20117415,0
chr22:20117378-20117478,chr:2220117414-20117415,0
chr22:20117378-20117478,chr:2220117436-20117441,0
chr22:20117378-20117478,chr:2220117408-20117410,0
chr22:20117378-20117478,chr:2220117414-20117415,0
chr22:20117378-20117478,chr:2220117414-20117415,0
chr22:20117378-20117478,chr:2220117436-20117441,0
chr22:20117378-20117478,chr:2220117409-20117410,0
chr22:20117378-20117478,chr:2220117414-20117415,0
chr21:25735162-25735262,chr:2125735216-25735217,0
chr21:25735162-25735262,chr:2125735176-25735178,0
chr21:25735162-25735262,chr:2125735182-25735183,0
chr21:25735162-25735262,chr:2125735197-25735198,0
chr21:25735162-25735262,chr:2125735216-25735217,0
chr11:3379088-3379188,chr:113379110-3379111,0
chr11:3379088-3379188,chr:113379139-3379140,0
chr11:3379088-3379188,chr:113379110-3379111,0
chr11:3379088-3379188,chr:113379185-3379186,0
chr11:3379088-3379188,chr:113379110-3379111,0
chr11:3379088-3379188,chr:113379098-3379099,0
chr11:3379088-3379188,chr:113379134-3379135,0
chr11:3379088-3379188,chr:113379137-3379143,0
chr11:3379088-3379188,chr:113379177-3379178,0
chr11:3379088-3379188,chr:113379097-3379100,0
chr11:3379088-3379188,chr:113379110-3379111,0
chr11:3379088-3379188,chr:113379139-3379140,0
chr11:3379088-3379188,chr:113379185-3379186,0
chr11:3379088-3379188,chr:113379110-3379111,0
chr11:3379088-3379188,chr:113379100-3379103,0
chr11:3379088-3379188,chr:113379111-3379114,0
chr11:3379088-3379188,chr:113379134-3379135,0
chr11:3379088-3379188,chr:113379185-3379186,0
chr11:3379088-3379188,chr:113379110-3379111,0
chr11:3379088-3379188,chr:113379139-3379140,0
chr11:3379088-3379188,chr:113379181-3379183,0
chr11:3379088-3379188,chr:113379110-3379111,0
chr11:3379088-3379188,chr:113379139-3379140,0
chr11:3379088-3379188,chr:113379175-3379176,0
chr14:34539601-34539701,chr:1434539649-34539650,0
chr14:34539601-34539701,chr:1434539669-34539670,0
chr14:34539601-34539701,chr:1434539676-34539679,0
chr14:34539601-34539701,chr:1434539649-34539650,0
chr14:34539601-34539701,chr:1434539683-34539684,0
chr14:34539601-34539701,chr:1434539649-34539650,0
chr14:34539601-34539701,chr:1434539649-34539650,0
chr14:34539601-34539701,chr:1434539676-34539679,0
chr14:34539601-34539701,chr:1434539649-34539650,0
chr14:34539601-34539701,chr:1434539683-34539684,0
chr3:46976662-46976762,chr:346976739-46976740,0
chr7:150323525-150323625,chr:7150323599-150323600,0
chr7:150323525-150323625,chr:7150323603-150323604,0
chr7:150323525-150323625,chr:7150323611-150323612,0
chr7:150323525-150323625,chr:7150323530-150323531,0
chr7:150323525-150323625,chr:7150323598-150323599,0
chr7:150323525-150323625,chr:7150323602-150323603,0
chr7:150323525-150323625,chr:7150323607-150323609,0
chr7:150323525-150323625,chr:7150323612-150323613,0
chr7:150323525-150323625,chr:7150323530-150323531,0
chr7:150323525-150323625,chr:7150323598-150323599,0
chr7:150323525-150323625,chr:7150323530-150323531,0
chr7:150323525-150323625,chr:7150323587-150323592,0
chr7:150323525-150323625,chr:7150323530-150323531,0
chr7:150323525-150323625,chr:7150323578-150323580,0
chr7:150323525-150323625,chr:7150323601-150323602,0
chr1:150364132-150364232,chr:1150364139-150364140,0
chr1:150364132-150364232,chr:1150364148-150364153,0
chr1:150364132-150364232,chr:1150364135-150364136,0
chr1:150364132-150364232,chr:1150364139-150364140,0
chr1:150364132-150364232,chr:1150364151-150364152,0
chr1:150364132-150364232,chr:1150364176-150364178,0
chr1:150364132-150364232,chr:1150364176-150364178,0
chr1:150364132-150364232,chr:1150364203-150364207,0
chr1:150364132-150364232,chr:1150364216-150364217,0
chr18:9102648-9102748,chr:189102717-9102718,0
chr18:9102648-9102748,chr:189102665-9102666,0
chr18:9102648-9102748,chr:189102736-9102737,0
chr18:9102648-9102748,chr:189102660-9102661,0
chr18:9102648-9102748,chr:189102694-9102695,0.9359380596809301
chr18:9102648-9102748,chr:189102717-9102718,0
chr18:9102648-9102748,chr:189102694-9102695,0.9359380596809301
chr18:9102648-9102748,chr:189102694-9102695,0.9359380596809301
chr18:9102648-9102748,chr:189102727-9102729,0.8512558318953172
chr18:9102648-9102748,chr:189102736-9102737,0
chr21:43789536-43789636,chr:2143789554-43789555,0
chr21:43789536-43789636,chr:2143789592-43789593,0.6255759325489368
chr21:43789536-43789636,chr:2143789591-43789594,0.6015526686769557
chr21:43789536-43789636,chr:2143789591-43789594,0.6015526686769557
chr21:43789536-43789636,chr:2143789554-43789555,0
chr21:43789536-43789636,chr:2143789593-43789594,0
chr21:43789536-43789636,chr:2143789621-43789622,0
chr21:43789536-43789636,chr:2143789621-43789622,0
chr21:43789536-43789636,chr:2143789546-43789548,0
chr21:43789536-43789636,chr:2143789621-43789622,0
chr21:43789536-43789636,chr:2143789554-43789555,0
chr21:43789536-43789636,chr:2143789597-43789598,0.23971510932305462
chr21:43789536-43789636,chr:2143789619-43789624,0.4829508404755207
chr21:43789536-43789636,chr:2143789630-43789631,0.5993936133009079
chr21:43789536-43789636,chr:2143789546-43789547,0
chr21:43789536-43789636,chr:2143789580-43789581,0
chr21:43789536-43789636,chr:2143789593-43789594,0
chr21:43789536-43789636,chr:2143789630-43789632,0.5993936133009079
chr17:45051538-45051638,chr:1745051560-45051561,0
chr17:45051538-45051638,chr:1745051571-45051572,0
chr17:45051538-45051638,chr:1745051581-45051583,0
chr17:45051538-45051638,chr:1745051588-45051590,0
chr17:45051538-45051638,chr:1745051608-45051609,0
chr17:45051538-45051638,chr:1745051632-45051635,0
chr17:45051538-45051638,chr:1745051560-45051561,0
chr17:45051538-45051638,chr:1745051571-45051572,0
chr17:45051538-45051638,chr:1745051581-45051583,0
chr17:45051538-45051638,chr:1745051588-45051590,0
chr17:45051538-45051638,chr:1745051597-45051598,0
chr17:45051538-45051638,chr:1745051613-45051617,0
chr17:45051538-45051638,chr:1745051556-45051557,0
chr17:45051538-45051638,chr:1745051613-45051617,0
chr17:45051538-45051638,chr:1745051588-45051590,0
chr17:45051538-45051638,chr:1745051597-45051598,0
chr17:45051538-45051638,chr:1745051608-45051609,0
chr17:45051538-45051638,chr:1745051560-45051561,0
chr17:45051538-45051638,chr:1745051571-45051572,0
chr17:45051538-45051638,chr:1745051581-45051583,0
chr17:45051538-45051638,chr:1745051588-45051590,0
chr17:45051538-45051638,chr:1745051597-45051598,0
chr17:45051538-45051638,chr:1745051608-45051609,0
chr16:28823124-28823224,chr:1628823185-28823191,0.6593859184597536
chr16:28823124-28823224,chr:1628823193-28823194,0.6983244135046566
chr16:28823124-28823224,chr:1628823177-28823179,0.3415903171932834
chr6:33200811-33200911,chr:633200834-33200837,0
chr6:33200811-33200911,chr:633200834-33200837,0
chr6:33200811-33200911,chr:633200834-33200837,0
chr6:33200811-33200911,chr:633200873-33200874,0
chr6:33200811-33200911,chr:633200896-33200897,0.12348832053077528
chr6:33200811-33200911,chr:633200834-33200837,0
chr6:33200811-33200911,chr:633200873-33200874,0
chr6:33200811-33200911,chr:633200834-33200837,0
chr6:31703248-31703348,chr:631703277-31703280,0
chr6:31703248-31703348,chr:631703337-31703338,0
chr6:31703248-31703348,chr:631703337-31703338,0
chr6:31703248-31703348,chr:631703330-31703331,0
chr6:31703248-31703348,chr:631703278-31703279,0
chr6:31703248-31703348,chr:631703281-31703282,0
chr6:31703248-31703348,chr:631703330-31703331,0
chr6:31703248-31703348,chr:631703278-31703279,0
chr6:31703248-31703348,chr:631703337-31703338,0
chr6:31703248-31703348,chr:631703337-31703338,0
chr6:31703248-31703348,chr:631703337-31703338,0
chr6:31703248-31703348,chr:631703337-31703338,0
chr6:31703248-31703348,chr:631703277-31703280,0
chr6:31703248-31703348,chr:631703337-31703338,0
chr5:90558764-90558864,chr:590558839-90558840,0
chr5:90558764-90558864,chr:590558771-90558772,0
chr5:90558764-90558864,chr:590558822-90558823,0
chr5:90558764-90558864,chr:590558851-90558852,0
chr5:90558764-90558864,chr:590558839-90558840,0
chr5:90558764-90558864,chr:590558844-90558849,0
chr5:90558764-90558864,chr:590558852-90558853,0
chr5:90558764-90558864,chr:590558839-90558840,0
chr5:90558764-90558864,chr:590558844-90558849,0
chr5:90558764-90558864,chr:590558852-90558853,0
chr1:47229262-47229362,chr:147229283-47229284,0
chr9:135961138-135961238,chr:9135961210-135961211,0
chr9:135961138-135961238,chr:9135961207-135961208,0
chr9:135961138-135961238,chr:9135961165-135961166,0
chr9:135961138-135961238,chr:9135961224-135961225,0
chr9:135961138-135961238,chr:9135961227-135961228,0
chr9:135961138-135961238,chr:9135961203-135961204,0
chr9:135961138-135961238,chr:9135961218-135961219,0
chr9:135961138-135961238,chr:9135961227-135961228,0
chr2:15561219-15561319,chr:215561258-15561259,0.4493612897787532
chr2:15561219-15561319,chr:215561272-15561273,0
chr2:15561219-15561319,chr:215561258-15561259,0.4493612897787532
chr2:15561219-15561319,chr:215561258-15561259,0.4493612897787532
chr2:15561219-15561319,chr:215561272-15561273,0
chr2:15561219-15561319,chr:215561260-15561261,0.47548598786640417
chr2:15561219-15561319,chr:215561228-15561229,0
chr2:15561219-15561319,chr:215561276-15561277,0
chr5:33440976-33441076,chr:533440980-33440983,0.28137363311624336
chr5:33440976-33441076,chr:533441028-33441030,0
chr5:33440976-33441076,chr:533441033-33441037,0.42804036519160404
chr5:33440976-33441076,chr:533440980-33440983,0.28137363311624336
chr5:33440976-33441076,chr:533441028-33441030,0
chr5:33440976-33441076,chr:533440985-33440986,0.5057165340319576
chr5:33440976-33441076,chr:533441049-33441050,0
chr5:33440976-33441076,chr:533441055-33441057,0.5954665531528515
chr19:10289949-10290049,chr:1910290037-10290038,0
chr19:10289949-10290049,chr:1910289976-10289977,0
chr19:10289949-10290049,chr:1910290037-10290038,0
chr19:10289949-10290049,chr:1910290023-10290024,0
chr19:10289949-10290049,chr:1910290037-10290038,0
chr19:10289949-10290049,chr:1910290025-10290026,0
chr19:10289949-10290049,chr:1910290029-10290033,0
chr19:10289949-10290049,chr:1910290037-10290038,0
chr19:10289949-10290049,chr:1910290036-10290037,0
chr4:102827494-102827594,chr:4102827532-102827533,0.23161763132628188
chr4:102827494-102827594,chr:4102827532-102827533,0.23161763132628188
chr4:102827494-102827594,chr:4102827568-102827572,0
chr2:55050435-55050535,chr:255050477-55050478,0.347918792549384
chr2:55050435-55050535,chr:255050441-55050442,0
chr2:55050435-55050535,chr:255050445-55050447,0.33636820542499896
chr2:55050435-55050535,chr:255050487-55050489,0
chr2:55050435-55050535,chr:255050493-55050494,0.2879666153916448
chr2:55050435-55050535,chr:255050458-55050459,0.6079075221980231
chr2:55050435-55050535,chr:255050466-55050467,0.8076805921503526
chr2:55050435-55050535,chr:255050470-55050471,0.47532554562207774
chr11:34052289-34052389,chr:1134052311-34052313,0
chr11:34052289-34052389,chr:1134052330-34052331,0
chr11:34052289-34052389,chr:1134052322-34052325,0
chr2:12716908-12717008,chr:212716957-12716958,0
chr2:12716908-12717008,chr:212716957-12716958,0
chr22:16601351-16601451,chr:2216601390-16601391,0
chr22:16601351-16601451,chr:2216601361-16601362,0
chr22:16601351-16601451,chr:2216601398-16601399,0
chr22:16601351-16601451,chr:2216601416-16601417,0
chr22:16601351-16601451,chr:2216601435-16601436,0
chr22:16601351-16601451,chr:2216601417-16601418,0
chr22:16601351-16601451,chr:2216601405-16601406,0
chr22:16601351-16601451,chr:2216601435-16601436,0
chr22:16601351-16601451,chr:2216601356-16601357,0
chr22:16601351-16601451,chr:2216601405-16601406,0
chr22:16601351-16601451,chr:2216601399-16601400,0
chr22:16601351-16601451,chr:2216601407-16601408,0
chr6:137955879-137955979,chr:6137955883-137955884,0
chr6:137955879-137955979,chr:6137955916-137955921,0
chr6:137955879-137955979,chr:6137955966-137955967,0
chr6:137955879-137955979,chr:6137955883-137955884,0
chr6:137955879-137955979,chr:6137955924-137955925,0
chr6:137955879-137955979,chr:6137955954-137955955,0
chr6:137955879-137955979,chr:6137955966-137955967,0
chr6:137955879-137955979,chr:6137955883-137955884,0
chr6:137955879-137955979,chr:6137955966-137955967,0
chr1:46340787-46340887,chr:146340804-46340806,0
chr1:46340787-46340887,chr:146340832-46340833,0
chr1:46340787-46340887,chr:146340843-46340846,0
chr1:46340787-46340887,chr:146340879-46340880,0
chr1:46340787-46340887,chr:146340832-46340833,0
chr1:46340787-46340887,chr:146340843-46340846,0
chr1:46340787-46340887,chr:146340797-46340800,0
chr1:46340787-46340887,chr:146340804-46340806,0
chr1:46340787-46340887,chr:146340832-46340833,0
chr1:46340787-46340887,chr:146340843-46340846,0
chr1:46340787-46340887,chr:146340883-46340884,0
chr6:26124168-26124268,chr:626124238-26124241,0.22212079928850248
chr6:26124168-26124268,chr:626124238-26124239,0
chr6:26124168-26124268,chr:626124206-26124210,0
chr6:26124168-26124268,chr:626124238-26124239,0
chrX:65999750-65999850,chr:X65999757-65999760,0
chrX:65999750-65999850,chr:X65999796-65999797,0
chrX:65999750-65999850,chr:X65999820-65999821,0
chrX:65999750-65999850,chr:X65999756-65999757,0
chrX:65999750-65999850,chr:X65999777-65999778,0
chrX:65999750-65999850,chr:X65999754-65999756,0
chrX:65999750-65999850,chr:X65999781-65999787,0
chrX:65999750-65999850,chr:X65999777-65999778,0
chrX:65999750-65999850,chr:X65999808-65999810,0
chrX:65999750-65999850,chr:X65999766-65999772,0
chrX:65999750-65999850,chr:X65999808-65999810,0
chr6:68653477-68653577,chr:668653508-68653509,0
chr6:68653477-68653577,chr:668653527-68653529,0
chr12:54300976-54301076,chr:1254300982-54300983,0
chr12:54300976-54301076,chr:1254300982-54300983,0
chr12:54300976-54301076,chr:1254300982-54300983,0
chr12:54300976-54301076,chr:1254301034-54301037,0
chr12:54300976-54301076,chr:1254300982-54300983,0
chr12:54300976-54301076,chr:1254301062-54301063,0
chr12:54300976-54301076,chr:1254300982-54300983,0
chr12:54300976-54301076,chr:1254301034-54301035,0
chr12:54300976-54301076,chr:1254301062-54301063,0
chr12:54300976-54301076,chr:1254300982-54300983,0
chr12:54300976-54301076,chr:1254301027-54301029,0
chr12:54300976-54301076,chr:1254301049-54301050,0
chr12:54300976-54301076,chr:1254300982-54300983,0
chr12:54300976-54301076,chr:1254301034-54301037,0
chr12:54300976-54301076,chr:1254300983-54300984,0
chr12:54300976-54301076,chr:1254301027-54301029,0
chr12:54300976-54301076,chr:1254301049-54301050,0
chr2:126656130-126656230,chr:2126656157-126656158,0
chr2:126656130-126656230,chr:2126656170-126656172,0
chr2:126656130-126656230,chr:2126656222-126656224,0
chr2:126656130-126656230,chr:2126656156-126656157,0
chr2:126656130-126656230,chr:2126656156-126656157,0
chr2:126656130-126656230,chr:2126656170-126656172,0
chr2:126656130-126656230,chr:2126656177-126656178,0
chr2:126656130-126656230,chr:2126656180-126656185,0
chr22:20117741-20117841,chr:2220117751-20117752,0
chr22:20117741-20117841,chr:2220117756-20117757,0
chr22:20117741-20117841,chr:2220117787-20117788,0
chr22:20117741-20117841,chr:2220117815-20117816,0
chr22:20117741-20117841,chr:2220117751-20117752,0
chr22:20117741-20117841,chr:2220117757-20117758,0
chr22:20117741-20117841,chr:2220117763-20117765,0
chr22:20117741-20117841,chr:2220117815-20117816,0
chr22:20117741-20117841,chr:2220117769-20117772,0
chr22:20117741-20117841,chr:2220117780-20117781,0
chr22:20117741-20117841,chr:2220117784-20117785,0
chr22:20117741-20117841,chr:2220117815-20117816,0
chr22:20117741-20117841,chr:2220117751-20117752,0
chr22:20117741-20117841,chr:2220117757-20117758,0
chr22:20117741-20117841,chr:2220117763-20117765,0
chr22:20117741-20117841,chr:2220117815-20117816,0
chr6:3258945-3259045,chr:63259033-3259034,0
chr6:3258945-3259045,chr:63258953-3258954,0
chr6:3258945-3259045,chr:63258979-3258981,0
chr6:3258945-3259045,chr:63258984-3258985,0
chr6:3258945-3259045,chr:63259024-3259029,0
chr6:3258945-3259045,chr:63258953-3258954,0
chr6:3258945-3259045,chr:63258979-3258981,0
chr6:3258945-3259045,chr:63258979-3258981,0
chr6:3258945-3259045,chr:63259006-3259011,0
chr6:3258945-3259045,chr:63259033-3259034,0
chr22:20117550-20117650,chr:2220117596-20117597,0.2539227521487193
chr22:20117550-20117650,chr:2220117628-20117629,0.24301804380310335
chr22:20117550-20117650,chr:2220117580-20117581,0.9613157271920613
chr22:20117550-20117650,chr:2220117635-20117636,0.5248542168887137
chr22:20117550-20117650,chr:2220117626-20117627,0.7017732381917605
chr22:20117550-20117650,chr:2220117565-20117566,0.6534830870233475
chr22:20117550-20117650,chr:2220117577-20117578,0.9392145083531158
chr22:20117550-20117650,chr:2220117580-20117581,0.9613157271920613
chr22:20117550-20117650,chr:2220117585-20117586,0.16804972606607743
chr22:20117550-20117650,chr:2220117596-20117597,0.2539227521487193
chr22:20117550-20117650,chr:2220117631-20117632,0.14869517254943934
chr22:20117550-20117650,chr:2220117635-20117636,0.5248542168887137
chr22:21567712-21567812,chr:2221567714-21567715,0.22160074041286063
chr22:21567712-21567812,chr:2221567756-21567757,0.8719210941656719
chr22:21567712-21567812,chr:2221567781-21567782,0
chr22:21567712-21567812,chr:2221567742-21567743,0.7594641843163028
chr22:21567712-21567812,chr:2221567756-21567757,0.8719210941656719
chr22:21567712-21567812,chr:2221567781-21567782,0
chr2:70087666-70087766,chr:270087749-70087750,0
chr2:70087666-70087766,chr:270087751-70087752,0.331536219556434
chr2:70087666-70087766,chr:270087709-70087710,0.7288793265201455
chr2:70087666-70087766,chr:270087749-70087750,0
chr2:70087666-70087766,chr:270087751-70087752,0.331536219556434
chr2:70087666-70087766,chr:270087735-70087737,0.5879314011233003
chr2:70087666-70087766,chr:270087749-70087750,0
chr2:70087666-70087766,chr:270087755-70087756,0
chr2:70087666-70087766,chr:270087749-70087750,0
chr2:70087666-70087766,chr:270087751-70087752,0.331536219556434
chr5:181223691-181223791,chr:5181223745-181223746,0
chr5:181223691-181223791,chr:5181223781-181223782,0
chr5:181223691-181223791,chr:5181223784-181223785,0
chr17:78137745-78137845,chr:1778137831-78137836,0
chr17:78137745-78137845,chr:1778137810-78137811,0
chr17:78137745-78137845,chr:1778137810-78137811,0
chr17:78137745-78137845,chr:1778137810-78137811,0
chr1:20186082-20186182,chr:120186140-20186141,0
chr1:20186082-20186182,chr:120186170-20186171,0
chr1:20186082-20186182,chr:120186173-20186174,0
chr1:20186082-20186182,chr:120186140-20186141,0
chr1:20186082-20186182,chr:120186170-20186171,0
chr1:20186082-20186182,chr:120186173-20186174,0
chr14:73787170-73787270,chr:1473787236-73787237,0
chr14:73787170-73787270,chr:1473787257-73787260,0
chr14:73787170-73787270,chr:1473787181-73787185,0
chr14:73787170-73787270,chr:1473787228-73787229,0
chr14:73787170-73787270,chr:1473787233-73787234,0
chr14:73787170-73787270,chr:1473787241-73787242,0
chr14:73787170-73787270,chr:1473787252-73787253,0
chr14:73787170-73787270,chr:1473787258-73787259,0
chr14:73787170-73787270,chr:1473787236-73787237,0
chr14:73787170-73787270,chr:1473787178-73787179,0
chr14:73787170-73787270,chr:1473787180-73787181,0
chr14:73787170-73787270,chr:1473787233-73787234,0
chr14:73787170-73787270,chr:1473787176-73787177,0
chr14:73787170-73787270,chr:1473787181-73787185,0
chr14:73787170-73787270,chr:1473787236-73787240,0
chr9:110256504-110256604,chr:9110256597-110256598,0
chr7:102973172-102973272,chr:7102973217-102973218,0
chr7:102973172-102973272,chr:7102973224-102973225,0
chr16:85011564-85011664,chr:1685011570-85011573,0
chr16:85011564-85011664,chr:1685011605-85011606,0
chr16:85011564-85011664,chr:1685011623-85011624,0
chr16:85011564-85011664,chr:1685011637-85011638,0
chr16:85011564-85011664,chr:1685011623-85011624,0
chr16:85011564-85011664,chr:1685011637-85011638,0
chr16:85011564-85011664,chr:1685011623-85011624,0
chr16:85011564-85011664,chr:1685011637-85011638,0
chr7:158856556-158856656,chr:7158856568-158856569,0
chr7:158856556-158856656,chr:7158856589-158856590,0
chr7:158856556-158856656,chr:7158856596-158856597,0
chr7:158856556-158856656,chr:7158856624-158856625,0
chr7:158856556-158856656,chr:7158856568-158856569,0
chr7:158856556-158856656,chr:7158856589-158856590,0
chr7:158856556-158856656,chr:7158856596-158856597,0
chr7:158856556-158856656,chr:7158856613-158856615,0
chr7:158856556-158856656,chr:7158856631-158856632,0
chr7:158856556-158856656,chr:7158856563-158856564,0
chr7:158856556-158856656,chr:7158856568-158856569,0
chr7:158856556-158856656,chr:7158856589-158856590,0
chr7:158856556-158856656,chr:7158856611-158856616,0
chr7:158856556-158856656,chr:7158856652-158856653,0
chr17:74872899-74872999,chr:1774872905-74872906,0
chr17:74872899-74872999,chr:1774872952-74872956,0.19759838186256393
chr17:74872899-74872999,chr:1774872987-74872988,0
chr17:74872899-74872999,chr:1774872968-74872969,0.6101716427912871
chr7:106775029-106775129,chr:7106775053-106775056,0
chr7:106775029-106775129,chr:7106775032-106775033,0
chr19:38737105-38737205,chr:1938737117-38737119,0
chr19:38737105-38737205,chr:1938737175-38737177,0
chr19:38737105-38737205,chr:1938737201-38737202,0
chr19:38737105-38737205,chr:1938737110-38737111,0
chr19:38737105-38737205,chr:1938737175-38737177,0
chr19:38737105-38737205,chr:1938737137-38737138,0
chr19:38737105-38737205,chr:1938737174-38737175,0
chr19:38737105-38737205,chr:1938737201-38737202,0
chr19:38737105-38737205,chr:1938737111-38737112,0
chr19:38737105-38737205,chr:1938737201-38737202,0
chr19:38737105-38737205,chr:1938737175-38737177,0
chr19:38737105-38737205,chr:1938737190-38737191,0
chr5:138543136-138543236,chr:5138543148-138543150,0.37853219429616636
chr5:138543136-138543236,chr:5138543153-138543154,0.21673499508929203
chr5:138543136-138543236,chr:5138543212-138543213,0
chr5:138543136-138543236,chr:5138543139-138543140,0.18443877856903826
chr5:138543136-138543236,chr:5138543192-138543193,0
chr5:138543136-138543236,chr:5138543212-138543213,0
chr5:138543136-138543236,chr:5138543212-138543213,0
chr5:138543136-138543236,chr:5138543234-138543235,0
chr19:48325525-48325625,chr:1948325580-48325581,0.5957020813130782
